"","GO_Biological_Process_2023.stat","GO_Biological_Process_2023.pval","GO_Biological_Process_2023.p.adj","GO_Biological_Process_2023.num.genes","GO_Biological_Process_2023.gene.vals"
"DNA Integrity Checkpoint Signaling (GO:0031570)",0.0445241995532391,0.36931607616744,0.939968883639285,34,"CLSPN:433, CDC6:567, RHNO1:624, ATR:684, DNA2:819, TP53BP1:1206, ATRIP:1320, PARP9:1615, RAD17:2410, DONSON:2423, ERCC6:2631, CDC45:3373, USP28:7610.5, HUS1:7610.5, HINFP:7610.5, PRPF19:7610.5, ERCC4:7610.5, CEP63:7610.5, INTS7:7610.5, CLOCK:7610.5, RAD9A:7610.5, DOT1L:7610.5, H2AX:7610.5, UFL1:7610.5, E2F1:7610.5, CHEK2:7610.5, NBN:7610.5, MAP3K20:7610.5, TIMELESS:7610.5, RAD9B:7610.5, TIPIN:7610.5, FBXO6:11823, CHEK1:12353, CAMSAP3:12395"
"DNA Ligation (GO:0006266)",-0.020371065008512,0.851951904064789,0.988528428354862,7,"NHEJ1:5124.5, LIG4:5124.5, TOP2A:5124.5, MGMT:5124.5, XRCC6:5124.5, XRCC4:5124.5, PNKP:11547"
"DNA Metabolic Process (GO:0006259)",0.0289416600068501,0.134587977958923,0.792634318961629,228,"MSH3:173, WRN:207, MBD4:240, ERCC5:259, MUTYH:411, POLH:468, DNASE2:566, PRKDC:671, ATR:684, SUPV3L1:689, CTC1:743, DNA2:819, POLI:923, BRCA1:932, MCM2:1004, TYMS:1033, RAD51AP1:1065, MSH6:1085, PARP2:1134, APLF:1174, PNKP:1188, POLQ:1215, RFC2:1299, ATRIP:1320, STON1:1337, PARG:1422, LRWD1:1436, DNTT:1462, USP45:1467, ORC2:1532, UVRAG:1597, RBBP8:1674, MCM9:1802, ATM:2005, RAD51D:2078, SLX1A:2086, ORC1:2142, FBH1:2202, CBS:2302, RAG1:2323, POLL:2340, RAD17:2410, DONSON:2423, XPC:2470, INSL6:2527, RMI1:2534, FANCC:2578, DNASE1L1:2582, PARP3:2594, RPA2:2634, ACTR5:2661, ZNF827:2710, RNASEH2A:2750, DNASE1:2793, LONP1:2845, REV1:2850, FANCA:2855, ORC3:2938, BARD1:2941, SLX4:2984, INO80D:2989, MCM7:3082, BACH1:3093, SMARCAD1:3115, RAD51B:3241, RMI2:3321, TOPBP1:3323, CDC45:3373, XRCC5:3401, RAD50:3406, UCHL5:3456, ZNF365:3472, NOP53:3487, MUS81:3497, EXD2:3542, POLG:3606, FANCG:3615, PTGES3:7610.5, PARP1:7610.5, MSH2:7610.5, TOP2B:7610.5, LIG4:7610.5, HMGB1:7610.5, ATRX:7610.5, RRM1:7610.5, POLA1:7610.5, POLD1:7610.5, RRM2B:7610.5, POLD3:7610.5, DFFB:7610.5, ENDOG:7610.5, REXO4:7610.5, TREX1:7610.5, DNASE1L3:7610.5, DNASE1L2:7610.5, TOP3A:7610.5, TOP2A:7610.5, TOP3B:7610.5, ERCC3:7610.5, HMGB3:7610.5, HMGB2:7610.5, HUS1:7610.5, HINFP:7610.5, ERCC4:7610.5, RAD9A:7610.5, DOT1L:7610.5, NBN:7610.5, RECQL:7610.5, WDHD1:7610.5, EID3:7610.5, ADPRS:7610.5, SMARCAL1:7610.5, TRRAP:7610.5, ZRANB3:7610.5, GADD45A:7610.5, XRCC3:7610.5, XRCC2:7610.5, CSNK1E:7610.5, FAM111A:7610.5, PSME4:7610.5, TDP1:7610.5, RAD18:7610.5, MMS19:7610.5, XPA:7610.5, ZBTB1:7610.5, ALKBH3:7610.5, ALKBH1:7610.5, RAD51C:7610.5, CENPS:7610.5, HLTF:7610.5, PARP4:7610.5, MGMT:7610.5, CHD1L:7610.5, RPA1:7610.5, GTF2H3:7610.5, KIN:7610.5, DDB2:7610.5, APEX1:7610.5, TIMELESS:7610.5, PWWP3A:7610.5, OGG1:7610.5, NUDT1:7610.5, UNG:7610.5, RECQL5:7610.5, RECQL4:7610.5, LIG1:7610.5, UBE2T:7610.5, POLE2:7610.5, POLE3:7610.5, MRE11:7610.5, YY1:7610.5, ZNF668:7610.5, KMT5C:7610.5, KMT5B:7610.5, FANCL:7610.5, RAD9B:7610.5, BLM:7610.5, PDS5A:7610.5, HELB:7610.5, MEN1:7610.5, RFC4:7610.5, RFC5:7610.5, TICRR:7610.5, NSMCE4A:7610.5, CDK1:7610.5, MCM10:7610.5, NSMCE3:7610.5, RAD51:7610.5, MCM8:7610.5, SAMHD1:7610.5, ENDOV:7610.5, HPF1:7610.5, SUMO1:7610.5, RAD52:7610.5, UBE2V2:7610.5, MCM4:7610.5, MCM5:7610.5, MCM3:7610.5, PURA:7610.5, XRCC6:7610.5, CNBP:7610.5, NEIL3:7610.5, NEIL1:7610.5, NTHL1:7610.5, ACTL6A:7610.5, TERF1:7610.5, TERF2:7610.5, GRWD1:7610.5, NOC3L:7610.5, PRIM2:7610.5, PRIM1:7610.5, NFRKB:7610.5, NUDT15:7610.5, LIG3:7610.5, DCLRE1C:7610.5, DCLRE1B:7610.5, RUVBL1:7610.5, TBRG1:7610.5, RUVBL2:7610.5, AXIN2:7610.5, NAP1L1:7610.5, POLA2:7610.5, CDK2:7610.5, DCTPP1:7610.5, TERF2IP:7610.5, ORC6:7610.5, ORC5:7610.5, ORC4:7610.5, TSN:7610.5, CDC34:7610.5, TDG:7610.5, TRIM28:11586, NT5E:11600, TENT4A:11659, PDS5B:11798, FBXO6:11823, MCM6:11909, POLD2:11974, MACROH2A1:12069, ISG20:12104, SMARCB1:12114, RTEL1:12274, SMC1A:12352, CHEK1:12353, CHRNA4:12399, TREX2:12609, POLE:12633, EP400:12728"
"DNA Methylation (GO:0006306)",-0.00371066340001425,0.957771172224241,0.993274113083987,17,"EHMT1:784, KMT2E:5124.5, MTRR:5124.5, HELLS:5124.5, ATRX:5124.5, DNMT3A:5124.5, GATAD2A:5124.5, FOS:5124.5, EHMT2:5124.5, DNMT3L:5124.5, PPM1D:5124.5, BEND3:5124.5, N6AMT1:5124.5, DNMT3B:10075, SPOCD1:11250, BAZ2A:11317, METTL4:11407"
"DNA Methylation Involved In Embryo Development (GO:0043045)",0.396689209649743,0.0520067196479104,0.679125737674931,2,"TET3:505, STPG4:2215"
"DNA Methylation-Dependent Heterochromatin Formation (GO:0006346)",0.0555275113579,0.700527257451002,0.970801258647376,4,"TEX15:283, SIRT1:2866, HELLS:7610.5, MBD3L1:12081"
"DNA Modification (GO:0006304)",0.0709588302675022,0.3414806433222,0.933626802430532,15,"MBD4:240, MUTYH:411, PARP2:1134, NEIL2:2436, PARP3:2594, PARP1:7610.5, OGG1:7610.5, UNG:7610.5, MPG:7610.5, EXOSC5:7610.5, NEIL3:7610.5, NEIL1:7610.5, NTHL1:7610.5, TDG:7610.5, SMUG1:7610.5"
"DNA Recombination (GO:0006310)",0.0828177898666049,0.090232221392557,0.692553203553447,35,"MSH3:173, RHNO1:624, SUPV3L1:689, RAD54B:807, BRCA1:932, RBBP8:1674, RAD51D:2078, RAG1:2323, RMI1:2534, BARD1:2941, RAD51B:3241, RMI2:3321, TOPBP1:3323, XRCC5:3401, RAD50:3406, MSH2:7610.5, LIG4:7610.5, HMGB1:7610.5, ENDOG:7610.5, TREX1:7610.5, TOP3A:7610.5, HMGB3:7610.5, NBN:7610.5, XRCC3:7610.5, XRCC2:7610.5, RAD51C:7610.5, RPA1:7610.5, MRE11:7610.5, BLM:7610.5, RAD51:7610.5, RAD52:7610.5, XRCC6:7610.5, TSN:7610.5, HDAC10:7610.5, RTEL1:12274"
"DNA Repair (GO:0006281)",0.0353616466794762,0.0641001208224208,0.679125737674931,234,"FANCM:81, FANCE:124, MSH3:173, WRN:207, MBD4:240, ERCC5:259, MUTYH:411, POLH:468, RNF168:526, RHNO1:624, PRIMPOL:642, PRKDC:671, ATR:684, RNF169:712, MLH3:714, ERCC6L2:755, DNA2:819, POLI:923, BRCA1:932, PIAS4:972, MLH1:990, RAD51AP1:1065, MSH6:1085, XRCC1:1103, SIRT6:1124, PARP2:1134, APLF:1174, PNKP:1188, POLQ:1215, RFC2:1299, USP44:1312, ATRIP:1320, STON1:1337, ABRAXAS1:1445, USP45:1467, UVRAG:1597, PARP9:1615, RBBP8:1674, REC8:1853, MGME1:1911, ATM:2005, RAD51D:2078, SLX1A:2086, FBH1:2202, CENPX:2288, UIMC1:2308, POLL:2340, RAD17:2410, NEIL2:2436, DCLRE1A:2467, XPC:2470, FANCC:2578, PARP3:2594, SPRTN:2612, ERCC6:2631, USP47:2632, RPA2:2634, ACTR5:2661, RNASEH2A:2750, FANCA:2855, SIRT1:2866, BARD1:2941, SLX4:2984, BACH1:3093, HROB:3149, MAD2L2:3174, FANCF:3232, RAD51B:3241, BRCA2:3279, RMI2:3321, TOPBP1:3323, XRCC5:3401, RAD50:3406, TRAIP:3439, NOP53:3487, MUS81:3497, EXD2:3542, RNF8:3608, FANCG:3615, EME2:3627, PARP1:7610.5, MSH2:7610.5, NHEJ1:7610.5, LIG4:7610.5, ATRX:7610.5, RRM1:7610.5, WRNIP1:7610.5, POLA1:7610.5, POLD1:7610.5, RRM2B:7610.5, POLD3:7610.5, REXO4:7610.5, TREX1:7610.5, ERCC3:7610.5, HUS1:7610.5, HINFP:7610.5, ERCC4:7610.5, RAD9A:7610.5, DOT1L:7610.5, H2AX:7610.5, CHEK2:7610.5, NBN:7610.5, RECQL:7610.5, WDHD1:7610.5, EID3:7610.5, DEPDC1B:7610.5, ADPRS:7610.5, TP53:7610.5, SMARCAL1:7610.5, TRRAP:7610.5, ZRANB3:7610.5, GADD45A:7610.5, XRCC3:7610.5, XRCC2:7610.5, CSNK1E:7610.5, TP73:7610.5, FAM111A:7610.5, SETX:7610.5, PSME4:7610.5, TDP1:7610.5, RAD18:7610.5, MMS19:7610.5, XPA:7610.5, ZBTB1:7610.5, ALKBH3:7610.5, KAT5:7610.5, ALKBH1:7610.5, RAD51C:7610.5, CENPS:7610.5, BABAM2:7610.5, HLTF:7610.5, PARP4:7610.5, MGMT:7610.5, CHD1L:7610.5, RPA1:7610.5, GTF2H3:7610.5, DDB2:7610.5, RFWD3:7610.5, APEX1:7610.5, TIMELESS:7610.5, PWWP3A:7610.5, OGG1:7610.5, NUDT1:7610.5, UNG:7610.5, RECQL5:7610.5, RECQL4:7610.5, LIG1:7610.5, UBE2T:7610.5, POLE2:7610.5, MRE11:7610.5, CIB1:7610.5, ZNF668:7610.5, KMT5C:7610.5, KMT5B:7610.5, FANCL:7610.5, RAD9B:7610.5, BLM:7610.5, PDS5A:7610.5, VCPIP1:7610.5, MEN1:7610.5, RFC4:7610.5, RFC5:7610.5, TICRR:7610.5, CUL4B:7610.5, NSMCE4A:7610.5, CDK1:7610.5, NSMCE3:7610.5, RAD51:7610.5, ERCC8:7610.5, ENDOV:7610.5, HPF1:7610.5, SUMO1:7610.5, MPG:7610.5, ASCC1:7610.5, ASCC2:7610.5, ALKBH2:7610.5, ASCC3:7610.5, RAD52:7610.5, UBE2V2:7610.5, XRCC6:7610.5, XRCC4:7610.5, NEIL3:7610.5, NEIL1:7610.5, NTHL1:7610.5, LIG3:7610.5, DCLRE1C:7610.5, DCLRE1B:7610.5, TDG:7610.5, SMUG1:7610.5, MC1R:7610.5, TDP2:7610.5, TEX264:7610.5, CDCA5:7610.5, MPND:7610.5, ATXN3:7610.5, PRMT6:7610.5, GTF2H2:7610.5, APEX2:7610.5, HUWE1:7610.5, APTX:7610.5, FANCD2:7610.5, PCNA:7610.5, RNASEH2C:7610.5, RNASEH2B:7610.5, FAAP24:7610.5, PMS2:7610.5, PMS1:7610.5, FANCI:7610.5, SLC30A9:7610.5, FANCB:7610.5, EME1:7610.5, HMGA2:7610.5, RAD23B:7610.5, EYA3:7610.5, POLN:7610.5, ERCC2:7610.5, EXO5:7610.5, TRIM28:11586, TENT4A:11659, TRIP13:11711, NSD2:11778, WDR33:11787, PDS5B:11798, FBXO6:11823, DDX1:12031, MACROH2A1:12069, SMC1A:12352, CHEK1:12353, CHRNA4:12399, FAAP100:12426, ZGRF1:12444, FTO:12479, POLE:12633, EP400:12728"
"DNA Repair-Dependent Chromatin Remodeling (GO:0140861)",0.00537298627821969,0.950806895410586,0.992316220544518,11,"RNF168:526, PARP2:1134, UBR5:2862, RNF8:3608, DEPDC1B:7610.5, KAT5:7610.5, TRIP12:7610.5, PHF1:7610.5, HPF1:7610.5, SIRT7:11697, HDGFL2:12068"
"DNA Replication (GO:0006260)",0.0369651456722697,0.343656709812914,0.933626802430532,55,"WRN:207, POLG2:511, DNA2:819, BAZ1A:841, REV3L:876, MCM2:1004, PNKP:1188, RFC2:1299, STON1:1337, MCM9:1802, POLL:2340, DONSON:2423, RPA2:2634, RNASEH2A:2750, REV1:2850, ORC3:2938, RFC1:3025, MCM7:3082, POLG:3606, WRNIP1:7610.5, POLA1:7610.5, POLD1:7610.5, POLD3:7610.5, TREX1:7610.5, WDHD1:7610.5, FAM111A:7610.5, RPA1:7610.5, KIN:7610.5, RECQL5:7610.5, RECQL4:7610.5, POLE2:7610.5, POLE3:7610.5, BLM:7610.5, HELB:7610.5, RFC4:7610.5, RFC5:7610.5, TICRR:7610.5, CDK1:7610.5, MCM8:7610.5, MCM4:7610.5, MCM5:7610.5, GRWD1:7610.5, TBRG1:7610.5, NAP1L1:7610.5, POLA2:7610.5, CDK2:7610.5, ORC5:7610.5, CDK2AP1:7610.5, WDR18:7610.5, RNASEH1:7610.5, MCMBP:7610.5, MCM6:11909, POLD2:11974, CHEK1:12353, POLE:12633"
"DNA Replication Checkpoint Signaling (GO:0000076)",0.140239876019136,0.0601086394544088,0.679125737674931,15,"CLSPN:433, CDC6:567, DNA2:819, ORC1:2142, RAD17:2410, TOPBP1:3323, CDC45:3373, ZNF830:3385, HUS1:7610.5, RAD9A:7610.5, TIMELESS:7610.5, RAD9B:7610.5, TICRR:7610.5, NAE1:7610.5, TIPIN:7610.5"
"DNA Replication Initiation (GO:0006270)",0.0730963697037111,0.257969393977451,0.857912922840689,20,"MCM2:1004, LRWD1:1436, ORC2:1532, ORC1:2142, ORC3:2938, MCM7:3082, TOPBP1:3323, CDC45:3373, POLA1:7610.5, MCM10:7610.5, MCM5:7610.5, MCM3:7610.5, PURA:7610.5, NOC3L:7610.5, PRIM2:7610.5, PRIM1:7610.5, POLA2:7610.5, ORC6:7610.5, ORC5:7610.5, ORC4:7610.5"
"DNA Replication-Dependent Chromatin Assembly (GO:0006335)",0.268355878592099,0.107439278747994,0.744725134724523,3,"NASP:156, CHAF1A:1198, CHAF1B:7610.5"
"DNA Strand Elongation (GO:0022616)",-0.0576320840488938,0.528055322336413,0.940544196733718,10,"POLD2:761, POLA1:5124.5, POLD3:5124.5, NBN:5124.5, MRE11:5124.5, RFC4:5124.5, MCM4:5124.5, MCM3:5124.5, RAD50:9329, MCM7:9653"
"DNA Strand Elongation Involved In DNA Replication (GO:0006271)",-0.127362736273627,0.14363156892224,0.814887427138546,11,"POLE:102, POLD2:761, POLA1:5124.5, POLD3:5124.5, POLE3:5124.5, RFC4:5124.5, MCM4:5124.5, MCM3:5124.5, LIG3:5124.5, PCNA:5124.5, MCM7:9653"
"DNA Strand Resection Involved In Replication Fork Processing (GO:0110025)",0.127621259550978,0.279021635035236,0.881025985757936,6,"BRCA1:932, RBBP8:1674, RAD50:3406, NBN:7610.5, MRE11:7610.5, SAMHD1:7610.5"
"DNA Synthesis Involved In DNA Repair (GO:0000731)",0.0666127292340885,0.2908449283455,0.892898605932241,21,"WRN:207, POLH:468, PRIMPOL:642, POLI:923, USP10:1650, SPRTN:2612, SIRT1:2866, HROB:3149, TNFSF13B:3519, RRM1:7610.5, WRNIP1:7610.5, POLA1:7610.5, POLD1:7610.5, RRM2B:7610.5, POLD3:7610.5, ZBTB1:7610.5, PCNA:7610.5, POLN:7610.5, SYCP1:7610.5, USP43:12394, POLE:12633"
"DNA Topological Change (GO:0006265)",-0.0919923255579118,0.435211350744593,0.939968883639285,6,"TOP2B:5124.5, HMGB1:5124.5, TOP3A:5124.5, TOP2A:5124.5, TOP3B:5124.5, HMGB2:5124.5"
"DNA Unwinding Involved In DNA Replication (GO:0006268)",0.0532309143588707,0.475480184788501,0.939968883639285,15,"WRN:207, MCM2:1004, TWNK:2882, GINS4:3020, MCM7:3082, CDC45:3373, RECQL:7610.5, RECQL5:7610.5, RECQL4:7610.5, RAD51:7610.5, MCM4:7610.5, MCM5:7610.5, MCM3:7610.5, PURA:7610.5, MCM6:11909"
"DNA-templated DNA Replication (GO:0006261)",0.0527882693512649,0.164985338965418,0.814887427138546,58,"TEFM:95, WRN:207, POLG2:511, PRIMPOL:642, DNA2:819, REV3L:876, MCM2:1004, PNKP:1188, RFC2:1299, LRWD1:1436, ORC2:1532, MGME1:1911, ORC1:2142, TWNK:2882, ORC3:2938, GINS4:3020, RFC1:3025, MCM7:3082, TOPBP1:3323, CDC45:3373, POLG:3606, RRM1:7610.5, WRNIP1:7610.5, POLA1:7610.5, POLD1:7610.5, RRM2B:7610.5, POLD3:7610.5, RECQL:7610.5, WDHD1:7610.5, RPA1:7610.5, RECQL5:7610.5, RECQL4:7610.5, POLE2:7610.5, POLE3:7610.5, BLM:7610.5, HELB:7610.5, RFC4:7610.5, RFC5:7610.5, MCM10:7610.5, RAD51:7610.5, MCM4:7610.5, MCM5:7610.5, MCM3:7610.5, PURA:7610.5, NOC3L:7610.5, PRIM2:7610.5, PRIM1:7610.5, POLA2:7610.5, ORC6:7610.5, ORC5:7610.5, ORC4:7610.5, CDC34:7610.5, CDK2AP1:7610.5, WDR18:7610.5, MCMBP:7610.5, MCM6:11909, POLD2:11974, POLE:12633"
"DNA-templated DNA Replication Maintenance Of Fidelity (GO:0045005)",0.0555055845122859,0.263064953848103,0.864306517781072,34,"FANCM:81, WRN:207, PRIMPOL:642, ATR:684, ETAA1:1329, MCM9:1802, MMS22L:2197, FBH1:2202, CENPX:2288, DONSON:2423, TRAIP:3439, MUS81:3497, EXD2:3542, EME2:3627, ATRX:7610.5, POLD1:7610.5, SMARCAL1:7610.5, ZRANB3:7610.5, FAM111A:7610.5, CENPS:7610.5, RFWD3:7610.5, TIMELESS:7610.5, BLM:7610.5, DDX11:7610.5, RAD51:7610.5, MCM8:7610.5, TIPIN:7610.5, PCNA:7610.5, EME1:7610.5, CDK9:7610.5, TONSL:7610.5, RTEL1:12274, CAMSAP3:12395, POLE:12633"
"DNA-templated Transcription (GO:0006351)",0.009994823486834,0.686310793769954,0.96641286621883,138,"TEFM:95, TAF6:137, TAF1C:482, ELL3:540, TFB2M:604, TAF1B:611, HIPK3:814, MLF1:877, TOPORS:934, NFAT5:943, PHF3:1044, SMN1:1112, NFE2L3:1148, BAZ2A:1418, SPOCD1:1485, MKRN2:1497, MED16:1499, TFAM:1539, EPC1:1540, NKX2-8:1581, DPEP1:1823, GCM2:1870, POLRMT:1905, POLR2H:1953, TBPL2:2030, GTF2A1L:2088, NFKBIB:2112, MTERF1:2148, CDK12:2224, NFX1:2400, ERCC6:2631, XBP1:2751, RSF1:2814, GLIS3:2846, TWNK:2882, TAF5:2959, HOXD3:3242, SLC25A33:3284, IRF9:3341, NR4A2:3375, SUPT16H:3396, GCM1:3600, ZFP36L1:7610.5, ZFP36L2:7610.5, GTF3C2:7610.5, GTF3C4:7610.5, GTF3C5:7610.5, GTF3C6:7610.5, PARP1:7610.5, PAX5:7610.5, GARS1:7610.5, SMAD4:7610.5, DDX5:7610.5, ERCC3:7610.5, E2F1:7610.5, TP53:7610.5, SETX:7610.5, MMS19:7610.5, NCOA6:7610.5, GTF2H3:7610.5, TAF1:7610.5, GTF2H2:7610.5, ERCC2:7610.5, CDK9:7610.5, DEK:7610.5, EREG:7610.5, POLR3A:7610.5, RRAGC:7610.5, TBPL1:7610.5, POLR3G:7610.5, POLR3K:7610.5, HSF2BP:7610.5, MTERF3:7610.5, RNPS1:7610.5, ATF4:7610.5, PWP1:7610.5, MRPL12:7610.5, ZBTB7B:7610.5, NKX3-2:7610.5, TSC22D1:7610.5, PAX1:7610.5, PTMA:7610.5, FUBP3:7610.5, TCEA3:7610.5, TRIP11:7610.5, MNT:7610.5, NFYA:7610.5, FAM170A:7610.5, GTF2F1:7610.5, IVNS1ABP:7610.5, NFIX:7610.5, CCNT2:7610.5, CCNT1:7610.5, GTF2B:7610.5, CREBL2:7610.5, GTF2E1:7610.5, FOXO3:7610.5, TAF1A:7610.5, SMAD2:7610.5, GTF3A:7610.5, NFKB1:7610.5, DIDO1:7610.5, DEAF1:7610.5, TCEANC:7610.5, ETV7:7610.5, PMF1:7610.5, DTX1:7610.5, GTF3C1:7610.5, RREB1:7610.5, TAF13:7610.5, TAF11:7610.5, PDE10A:7610.5, POLR1C:7610.5, TCEANC2:7610.5, RBMX:7610.5, DDX21:7610.5, ARRB2:7610.5, RO60:7610.5, POLR2A:7610.5, POLR2B:7610.5, POLR2C:7610.5, POLR2D:7610.5, POLR2E:7610.5, TRIM24:7610.5, MEF2A:11591, GTF3C3:11650, LHX1:11683, TRIP13:11711, GTF2F2:11743, TAF12:11855, HSF1:11860, POLR2J:11989, NOCT:12215, PIR:12250, TCEA2:12285, GMEB2:12360, YBX2:12391, TCFL5:12693"
"DNA-templated Transcription Elongation (GO:0006354)",-0.0257978633774812,0.70484680472245,0.970949522483785,18,"TCEA2:450, CTDP1:897, GTF2F2:992, ERCC3:5124.5, CDK9:5124.5, GTF2F1:5124.5, PBRM1:5124.5, EAF2:5124.5, PEX2:5124.5, SRCAP:5124.5, CTR9:5124.5, CDC73:5124.5, LEO1:5124.5, SUPT16H:9339, ELP4:9647, ELP2:10607, ELL3:12195, POLR1E:12251"
"DNA-templated Transcription Initiation (GO:0006352)",0.00848764669243773,0.850981899916634,0.988528428354862,41,"TAF6:137, TAF1C:482, TFB2M:604, RRN3:749, TFAM:1539, POLRMT:1905, TBPL2:2030, TFB1M:2397, ELOA:2464, RSF1:2814, TAF5:2959, ZFP36L1:7610.5, ZFP36L2:7610.5, ERCC3:7610.5, NCOA6:7610.5, TAF1:7610.5, GTF2H2:7610.5, CDK9:7610.5, TBPL1:7610.5, GTF2F1:7610.5, GTF2B:7610.5, GTF2E1:7610.5, GTF3C1:7610.5, TAF13:7610.5, TAF11:7610.5, POLR2D:7610.5, MED7:7610.5, MED17:7610.5, E2F2:7610.5, E2F3:7610.5, PPARGC1A:7610.5, PAAF1:7610.5, MED27:7610.5, MED26:7610.5, TAF4B:7610.5, TAF2:7610.5, ELOB:7610.5, ELOC:7610.5, GTF2F2:11743, TAF12:11855, MAZ:12100"
"DNA-templated Transcription Termination (GO:0006353)",-0.0437758916843488,0.599606803028366,0.950426316606716,12,"MAZ:635, SETX:5124.5, POLR3K:5124.5, POLR2A:5124.5, MED18:5124.5, SCAF8:5124.5, XRN2:5124.5, PCF11:5124.5, SSU72:5124.5, MTERF2:5124.5, MTERF1:10587, SMN1:11623"
"ER Overload Response (GO:0006983)",-0.0737823555151638,0.531417993040448,0.941684605945313,6,"WFS1:925, TP53:5124.5, SELENOS:5124.5, TMCO1:5124.5, EIF2AK3:5124.5, DDIT3:10770"
"ER-associated Misfolded Protein Catabolic Process (GO:0071712)",-0.00267595678077348,0.981890991355391,0.996138850029209,6,"RNF185:1033, UGGT1:5124.5, BAG6:5124.5, DERL1:5124.5, UFD1:10243, UGGT2:10968"
"ERAD Pathway (GO:0036503)",-0.0138620899766426,0.7062452219212,0.971212047540673,62,"PRKN:795, ATF6:812, UBE2G2:829, FBXO6:912, WFS1:925, RNF185:1033, YOD1:1053, DNAJB12:5124.5, UGGT1:5124.5, SYVN1:5124.5, ATXN3:5124.5, SELENOS:5124.5, BAG6:5124.5, DERL1:5124.5, RHBDD1:5124.5, FBXO2:5124.5, TMUB1:5124.5, NCCRP1:5124.5, RNF103:5124.5, UBXN10:5124.5, CALR:5124.5, TRIM13:5124.5, AUP1:5124.5, HSP90B1:5124.5, DNAJB2:5124.5, TMEM129:5124.5, SEC61B:5124.5, MAN1A1:5124.5, UBXN4:5124.5, UBXN6:5124.5, EDEM1:5124.5, UBE4A:5124.5, UBE4B:5124.5, NPLOC4:5124.5, DNAJC10:5124.5, MAN1B1:5124.5, CANX:5124.5, USP13:5124.5, DERL2:5124.5, USP19:5124.5, UBE2J1:5124.5, HERPUD1:5124.5, OS9:5124.5, RNF139:5124.5, TRIM25:5124.5, UBQLN1:5124.5, SEL1L:9490, RHBDD2:9972, XBP1:9984, UFD1:10243, TMUB2:10340, ECPAS:10388, ANKZF1:10610, RCAN3:10721, CLGN:10763, UGGT2:10968, SEL1L2:11020, CALR3:11500, FOXRED2:11600, FAM8A1:11624, UBXN8:12243, TMEM67:12289"
"ERBB Signaling Pathway (GO:0038127)",-0.0278947610929365,0.522487394093816,0.939968883639285,44,"REPS2:41, PTK2B:63, PTK2:171, NRG3:457, SHC3:514, PDPK1:640, TGFB1:723, DGKD:852, BCAR1:5124.5, EREG:5124.5, PTPN11:5124.5, PIK3CA:5124.5, SOS1:5124.5, SHC1:5124.5, IQGAP1:5124.5, EGFR:5124.5, ERBB4:5124.5, FAM83A:5124.5, FAM83C:5124.5, FAM83B:5124.5, PTK6:5124.5, ERBIN:5124.5, BTC:5124.5, EPGN:5124.5, GRB7:5124.5, VIL1:5124.5, PIGR:5124.5, SLC30A10:5124.5, CBL:5124.5, EFEMP1:5124.5, PLCG1:5124.5, CPNE3:9250, HBEGF:9624, AREG:9648, PTPRR:9780, MVP:10066, EGF:10217, MAPK1:10699, GAB1:11333, PLCE1:11805, PIK3C2A:11845, NRG1:11964, KIF16B:12165, GAREM1:12359"
"ERBB2 Signaling Pathway (GO:0038128)",0.0887317620650954,0.356704828102126,0.939968883639285,9,"NRG1:771, EGF:2518, PTPRR:2955, CPNE3:3485, EREG:7610.5, EGFR:7610.5, PTK6:7610.5, ERBB2:7610.5, MYOC:7610.5"
"ERBB2-EGFR Signaling Pathway (GO:0038134)",0.00810196870267543,0.95524786556142,0.993274113083987,4,"EGF:2518, EREG:7610.5, EGFR:7610.5, ERBB2:7610.5"
"ERK1 And ERK2 Cascade (GO:0070371)",-0.087448195693925,0.226018843448788,0.819680761757892,16,"MYC:324, PTGER4:615, CTSH:843, ZFP36L1:5124.5, ZFP36L2:5124.5, CDK1:5124.5, DUSP5:5124.5, DUSP6:5124.5, MAP2K1:5124.5, KARS1:5124.5, IGF1:5124.5, KDR:5124.5, ITGAV:5124.5, HTR2B:9119, EGF:10217, MAPK1:10699"
"ESCRT III Complex Disassembly (GO:1904903)",-0.139885160285079,0.200000169756372,0.814887427138546,7,"CHMP2B:904, IST1:5124.5, VTA1:5124.5, VPS4B:5124.5, CHMP1B:5124.5, CHMP2A:5124.5, CHMP5:5124.5"
"ESCRT Complex Disassembly (GO:1904896)",-0.139885160285079,0.200000169756372,0.814887427138546,7,"CHMP2B:904, IST1:5124.5, VTA1:5124.5, VPS4B:5124.5, CHMP1B:5124.5, CHMP2A:5124.5, CHMP5:5124.5"
"Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)",-0.039630294147377,0.583237250887025,0.947791984770123,16,"PTK2:171, FCGR2B:5124.5, SYK:5124.5, VAV3:5124.5, LIMK1:5124.5, PLA2G6:5124.5, PLD2:5124.5, VAV1:5124.5, VAV2:5124.5, NR4A3:5124.5, FGR:5124.5, PLPP4:5124.5, MYO1G:5124.5, FYN:9485, HCK:9893, PRKCD:11717"
